552,998
1008,1023
1564,1018
2120,953
2628,852
3140,723
4520,336
14920,245
26360,112
37800,328
49240,731
60680,1011
73160,718
84600,317
96040,111
107480,254
119960,904
132440,895
144920,244
157400,238
169880,889
182360,911
194840,261
207320,222
219800,873
232280,926
244760,279
257240,209
269720,855
282200,941
294680,297
307160,194
319640,836
332120,954
344600,316
357080,182
369560,817
382040,966
394520,335
407000,170
419480,798
431960,978
444440,356
456920,160
469400,777
481880,988
494360,376
506840,150
519320,756
531800,998
544280,397
556760,141
569240,735
581720,1007
595240,185
607720,312
620200,951
632680,841
645160,197
657640,293
670120,938
682600,858
695080,212
707560,275
720040,924
732520,876
745000,227
757480,258
769960,909
782440,893
794920,242
807400,241
819880,892
832360,909
844840,259
857320,226
869800,876
882280,924
894760,275
907240,211
919720,857
932200,938
944680,294
957160,197
969640,840
982120,952
994600,313
1007080,184
1020600,1006
1035160,197
1048680,579
1062200,937
1075720,127
1089240,738
1102760,818
1116280,111
1129800,877
1143320,668
1156840,151
1170360,978
1183880,505
1197400,244
1210920,1023
1225480,150
1239000,672
1252520,874
1266040,110
1279560,822
1293080,734
1306600,128
1320120,940
1333640,574
1347160,198
1360680,1014
1375248,180
1388760,603
1402280,921
1415800,121
1429320,762
1442840,797
1456360,113
1469880,895
1483400,642
1496920,163
1510440,989
1523960,480
1537480,261
1551000,1023
1565560,140
1579080,697
1592600,854
1606120,110
1619640,843
1633160,710
1646680,135
1660200,956
1673720,547
1687240,214
1700760,1021
1715320,169
1728840,629
1742360,905
1755880,115
1769400,785
1782920,774
1796440,118
1809960,912
1823480,616
1837000,175
1850520,1000
1865080,207
1878600,561
1892120,948
1905640,132
1919160,721
1932680,834
1946200,110
1959720,863
1973240,685
1986760,144
2000280,970
2013800,524
2027320,231
2040848,1023
2055400,157
2068920,654
2082440,887
2095960,112
2109480,807
2123000,751
2136520,123
2150040,929
2163560,592
2177080,189
2190600,1008
2205160,193
2218680,585
2232200,933
2245720,125
2259240,745
2272760,812
2286280,111
2299800,882
2313320,660
2326840,155
2340360,979
2353880,499
2367400,249
2380920,1023
2395480,147
2409000,678
2422520,869
2436040,110
2449560,828
2463080,728
2476600,130
2490120,940
2503640,568
2517160,203
2530680,1016
2545240,179
2558760,611
2572280,917
2585800,119
2599320,767
2612840,790
2626360,115
2639888,898
2653400,636
2666920,166
2680440,992
2693960,473
2707480,267
2721000,1023
2735560,138
2749080,702
2762600,849
2776120,109
2789640,848
2803160,703
2816680,138
2830200,959
2843720,542
2857240,219
2870760,1023
2885320,165
2898840,635
2912360,900
2925880,114
2939400,790
2952920,768
2966440,119
2979960,918
2993480,611
3007000,178
3020520,1002
3035080,204
3048600,567
3062120,945
3075640,130
3089160,727
3102680,828
3116200,110
3129720,869
3143240,678
3156760,146
3170280,971
3183800,517
3197320,235
3210840,1023
3225400,154
3238928,663
3252440,882
3265960,112
3279480,812
3293000,746
3306520,124
3320040,933
3333560,586
3347080,192
3360600,1010
3375160,188
3388680,593
