inf,-273.15
inf,-273.15
inf,-273.15
inf,-273.15
inf,-273.15
inf,-273.15
4901.96,21.77
5050.50,22.26
4901.96,24.21
5050.50,23.24
4901.96,23.73
4901.96,24.70
4901.96,24.70
5102.04,26.65
4901.96,26.17
4926.11,26.65
4950.50,25.19
4950.50,27.63
4950.50,26.17
4950.50,27.63
4975.12,28.61
4975.12,29.58
5154.64,30.07
5000.00,28.61
5000.00,30.56
5050.50,29.58
5076.14,30.07
5208.33,32.51
5050.50,31.54
5050.50,32.03
5050.50,32.51
5102.04,33.00
5291.01,32.03
5128.20,33.00
5128.20,33.00
5154.64,32.51
5154.64,33.98
5181.35,33.49
5376.34,35.44
5208.33,36.42
5208.33,35.44
5208.33,32.51
5263.16,27.14
5263.16,35.93
5347.59,25.19
5434.78,37.89
5263.16,37.40
5319.15,36.91
5319.15,36.42
5347.59,39.35
5347.59,37.89
5494.51,37.40
5555.56,37.89
5376.34,38.86
5617.98,38.86
5405.41,38.37
5434.78,40.81
5434.78,40.81
5434.78,38.86
5464.48,39.35
5681.82,41.79
5494.51,42.77
5681.82,40.81
5494.51,41.30
5524.86,43.26
5524.86,42.77
5555.56,41.30
5555.56,41.30
5555.56,41.30
5555.56,43.74
5780.35,44.23
5586.59,42.28
5617.98,44.72
5617.98,42.77
5617.98,44.72
5617.98,45.21
5681.82,45.21
5847.95,45.21
5649.72,46.19
5649.72,45.21
5681.82,46.67
5681.82,44.72
5681.82,45.21
5681.82,45.21
5714.29,47.65
5952.38,46.19
5714.29,45.70
5714.29,47.65
5747.13,47.65
5747.13,48.14
5747.13,47.65
5747.13,45.70
5952.38,45.70
5747.13,46.67
5813.95,48.63
5813.95,47.65
6024.10,49.60
6024.10,49.12
5882.35,47.16
5813.95,49.60
5813.95,50.09
5847.95,48.63
5813.95,50.58
5847.95,49.12
5882.35,48.14
5882.35,49.60
5882.35,48.14
5882.35,50.09
5882.35,50.58
6097.56,51.07
5882.35,49.12
5882.35,49.60
5882.35,51.56
6134.97,50.09
5917.16,50.58
5952.38,50.09
5917.16,48.63
5917.16,51.56
5952.38,52.53
5952.38,51.07
5952.38,50.09
5952.38,51.56
6172.84,50.58
6172.84,53.51
5988.02,50.58
5988.02,53.02
5988.02,50.58
5988.02,53.02
6024.10,51.07
6024.10,53.02
5988.02,54.00
inf,-272.66
inf,-273.15
