inf,-273.15
inf,-273.15
14492.75,-85.65
4739.34,22.26
4854.37,22.75
4878.05,22.26
4739.34,22.75
4739.34,22.26
4854.37,21.28
4716.98,22.75
4716.98,21.77
4716.98,22.26
4716.98,21.28
4716.98,22.26
4854.37,21.77
4854.37,21.28
4854.37,21.77
4694.84,21.28
4716.98,21.28
4672.90,21.28
4694.84,20.31
4694.84,20.31
4672.90,20.31
4672.90,19.82
4672.90,19.33
4672.90,20.80
4672.90,19.82
4672.90,19.82
4651.16,19.82
4651.16,19.82
4784.69,20.31
4784.69,18.84
4629.63,19.82
4629.63,18.84
4629.63,19.33
4629.63,19.33
4629.63,18.84
4608.29,19.82
4608.29,19.82
4608.29,19.82
4739.34,17.87
4587.16,18.35
4587.16,17.87
4716.98,18.35
4672.90,17.38
4694.84,17.87
4566.21,17.38
4545.45,16.89
4545.45,16.40
4545.45,16.89
4545.45,15.91
4545.45,17.87
4545.45,16.89
4629.63,15.91
4504.50,15.91
4504.50,16.40
4504.50,16.89
4504.50,15.91
4504.50,16.40
4484.31,17.38
4464.29,15.42
4464.29,15.91
4464.29,15.42
4464.29,15.42
4464.29,14.94
4444.44,14.45
4444.44,13.96
4545.45,14.45
4424.78,14.45
4424.78,15.91
4424.78,13.47
4424.78,14.45
4424.78,14.94
4405.29,14.94
4405.29,14.45
4405.29,14.45
4385.96,12.49
4385.96,14.94
4385.96,13.47
4366.81,13.47
4347.83,14.45
4347.83,14.94
4464.29,12.49
4464.29,13.47
4464.29,12.98
4464.29,13.96
4329.00,13.47
4310.34,12.49
4310.34,12.49
4310.34,12.98
4310.34,12.98
4310.34,12.98
4424.78,12.49
4405.29,12.49
4291.85,12.01
4424.78,12.98
4405.29,11.52
4273.50,12.49
4273.50,12.01
4273.50,12.49
4273.50,11.52
4273.50,11.52
4255.32,11.52
4237.29,11.52
4237.29,11.52
4237.29,10.54
4219.41,11.52
4237.29,11.03
4237.29,11.03
4310.34,12.01
4310.34,10.54
4310.34,11.03
4310.34,10.05
4201.68,11.03
4201.68,11.52
4184.10,11.03
4166.67,11.03
4184.10,10.54
4291.85,10.54
4273.50,11.03
4273.50,11.03
4166.67,11.52
4166.67,10.05
4166.67,10.05
4149.38,11.03
4132.23,10.05
4132.23,10.05
4132.23,10.54
4132.23,9.56
4115.23,11.03
4132.23,11.03
4132.23,10.05
4115.23,10.05
4098.36,10.05
4098.36,9.56
4098.36,9.56
4098.36,9.08
4081.63,9.08
4081.63,8.59
4081.63,10.54
4081.63,9.08
4166.67,9.08
4065.04,9.08
4065.04,9.56
4065.04,9.56
4166.67,9.08
4166.67,8.59
4048.58,8.59
4032.26,8.59
4048.58,8.10
4032.26,8.59
4132.23,9.08
4032.26,9.08
4032.26,8.59
4032.26,9.08
4032.26,8.59
4016.06,8.59
4115.23,9.08
4000.00,8.59
4000.00,9.08
4000.00,8.59
4000.00,8.10
4000.00,8.10
4098.36,7.61
4098.36,7.61
4032.26,7.12
4065.04,8.59
4081.63,8.10
4065.04,7.12
3968.25,6.64
3968.25,7.12
4065.04,8.10
3968.25,7.61
3952.57,7.61
4048.58,8.10
3952.57,7.12
3937.01,7.12
3937.01,7.61
3937.01,8.10
3937.01,8.59
3921.57,7.12
3921.57,7.12
3906.25,7.61
3921.57,7.61
3906.25,7.61
3921.57,7.61
3906.25,7.12
4000.00,7.61
3906.25,6.64
4000.00,7.12
3906.25,6.64
3891.05,6.64
3875.97,8.10
3906.25,7.12
3891.05,7.12
3875.97,7.12
3875.97,7.61
3968.25,6.64
3875.97,7.61
3968.25,7.61
3968.25,7.12
3875.97,8.10
3952.57,6.15
3846.15,7.12
3952.57,6.64
3846.15,6.64
3952.57,6.64
3846.15,6.64
3846.15,6.64
3937.01,5.66
3831.42,6.15
3846.15,6.64
3875.97,6.15
3937.01,6.15
3831.42,6.15
3816.79,6.15
3816.79,6.15
3831.42,6.15
3921.57,6.15
3906.25,6.15
3816.79,6.15
3816.79,6.15
3816.79,6.15
3816.79,6.15
3802.28,6.15
3816.79,6.15
3802.28,6.15
3802.28,6.15
3831.42,6.15
3802.28,6.15
3787.88,5.66
3802.28,5.17
3891.05,5.66
3787.88,6.15
3787.88,6.15
3875.97,5.66
3875.97,6.15
3787.88,6.64
3787.88,6.64
3787.88,7.12
3861.00,4.68
3875.97,5.66
3759.40,5.17
3759.40,5.66
3773.58,5.17
3759.40,4.68
3759.40,5.66
3759.40,5.17
3759.40,4.68
3759.40,5.17
3773.58,5.66
3802.28,6.15
3759.40,6.15
3759.40,5.17
3759.40,5.17
3846.15,5.17
3846.15,5.17
3831.42,5.66
3745.32,5.17
3731.34,5.66
3731.34,5.17
3731.34,4.68
3731.34,4.68
3745.32,4.68
3731.34,4.68
3731.34,5.17
3731.34,5.17
3731.34,4.19
3731.34,5.17
3731.34,5.17
3816.79,4.68
3731.34,5.66
3731.34,5.17
3731.34,5.17
3816.79,5.17
3816.79,4.68
3731.34,4.68
3731.34,4.68
3731.34,5.17
3731.34,5.66
3731.34,5.66
3731.34,5.17
3717.47,5.17
3717.47,5.17
3731.34,4.68
3717.47,5.17
3717.47,5.17
3717.47,5.17
3717.47,6.15
3703.70,4.19
3703.70,4.19
3703.70,5.17
3703.70,5.17
3787.88,4.68
3717.47,5.17
3717.47,4.68
3703.70,4.19
3703.70,4.19
3759.40,5.17
3703.70,3.71
3773.58,3.71
3787.88,3.71
3703.70,4.19
3773.58,4.68
3703.70,4.68
3690.04,5.17
3773.58,4.68
3703.70,5.17
3690.04,4.68
3690.04,4.19
3703.70,5.66
3690.04,5.66
3690.04,4.19
3690.04,4.19
3703.70,4.19
3703.70,4.68
3690.04,4.19
3690.04,4.19
3690.04,3.22
3703.70,3.22
3690.04,3.71
3690.04,3.71
3690.04,3.71
3690.04,5.17
3676.47,4.19
3759.40,4.19
3676.47,5.17
3676.47,3.71
3676.47,4.68
3759.40,4.68
3676.47,3.71
3759.40,4.19
3676.47,4.19
3663.00,3.71
3676.47,3.71
3663.00,2.73
3663.00,3.71
3649.63,4.19
3663.00,3.71
3649.63,4.19
3663.00,4.19
3663.00,4.68
3649.63,4.68
3649.63,5.66
3649.63,3.71
3649.63,3.71
3649.63,3.71
3649.63,3.22
3649.63,3.71
3649.63,3.22
3649.63,3.22
3649.63,3.71
3731.34,3.71
3731.34,3.22
3636.36,2.73
3731.34,4.19
3636.36,3.22
3717.47,3.22
3731.34,3.71
3636.36,3.71
3636.36,3.71
3636.36,3.71
3623.19,3.71
3623.19,4.19
3636.36,3.22
3623.19,3.71
3717.47,3.22
3717.47,4.19
3623.19,3.22
3703.70,4.68
3703.70,2.73
3703.70,2.24
3703.70,4.19
3623.19,3.22
3623.19,4.19
3623.19,3.22
3610.11,4.19
3623.19,5.66
3623.19,2.73
3610.11,3.22
3623.19,3.22
3610.11,3.22
3610.11,2.73
3623.19,3.71
3610.11,3.22
3610.11,3.22
3623.19,2.73
3623.19,3.22
3623.19,2.73
3610.11,4.68
3623.19,4.68
3623.19,3.22
3623.19,3.22
3623.19,2.73
3623.19,3.71
3623.19,3.22
3623.19,3.71
3623.19,4.19
3623.19,3.22
3623.19,3.22
3623.19,3.22
3623.19,4.19
3623.19,2.73
3703.70,2.73
3623.19,2.73
3703.70,3.22
3663.00,2.73
3610.11,3.22
3610.11,3.22
3703.70,2.24
3610.11,3.22
3610.11,3.22
3703.70,2.73
3623.19,2.73
3623.19,3.71
3597.12,2.73
3676.47,3.71
3597.12,4.19
3690.04,4.19
3610.11,2.73
3610.11,4.19
3597.12,2.73
3610.11,3.22
3610.11,2.73
3610.11,2.73
3597.12,3.22
